"RT","img_1","img_2","isSameProffesion","img1proffesion","img2proffesion","img1Gender","img2Gender","keyPressed","participant","time","normlised_keyPress","age","gender","handedness","isFamiliar_img1","isFamiliar_img2","vividness_img1","vividness_img2","reject_trial","pair"
1803,"P_F_esther_mcvey.jpg","P_F_tehresy_may.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","F","6","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.853756698278271,"34","Female","right",0,1,0,0,TRUE,"P_F_esther_mcvey.jpg P_F_tehresy_may.jpg"
2675,"P_F_angela_rayner.jpg","P_F_PRITI_PATEL.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","F","6","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.853756698278271,"34","Female","right",0,0,0,0,TRUE,"P_F_angela_rayner.jpg P_F_PRITI_PATEL.jpg"
2262,"E_F_angelina_jolie.jpg","P_F_nicola_sturgeon.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","6","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.853756698278271,"34","Female","right",1,1,0,0,TRUE,"E_F_angelina_jolie.jpg P_F_nicola_sturgeon.jpg"
1898,"E_M_Martin_Freeman.jpg","P_M_boris_johnson.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","5","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.241238095760748,"34","Female","right",0,1,0,0,TRUE,"E_M_Martin_Freeman.jpg P_M_boris_johnson.jpg"
2418,"E_M_Hugh_Grant.jpg","E_M_michael_caine.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","M","M","6","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.853756698278271,"34","Female","right",1,0,0,0,TRUE,"E_M_Hugh_Grant.jpg E_M_michael_caine.jpg"
1924,"E_F_angelina_jolie.jpg","P_M_Tony_Blair.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.853756698278271,"34","Female","right",1,1,0,0,TRUE,"E_F_angelina_jolie.jpg P_M_Tony_Blair.jpg"
2123,"E_F_Judi_Dench.jpg","E_M_Hugh_Grant.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","5","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.241238095760748,"34","Female","right",1,1,0,0,TRUE,"E_F_Judi_Dench.jpg E_M_Hugh_Grant.jpg"
2337,"E_M_Martin_Freeman.jpg","P_M_bill_clinton.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","5","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.241238095760748,"34","Female","right",0,1,0,0,TRUE,"E_M_Martin_Freeman.jpg P_M_bill_clinton.jpg"
1821,"E_M_robert_de_niro.jpg","P_F_PRITI_PATEL.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","6","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.853756698278271,"34","Female","right",0,0,0,0,TRUE,"E_M_robert_de_niro.jpg P_F_PRITI_PATEL.jpg"
2034,"E_F_keira_knightley.jpg","P_F_tehresy_may.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","6","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.853756698278271,"34","Female","right",1,1,0,0,TRUE,"E_F_keira_knightley.jpg P_F_tehresy_may.jpg"
2516,"E_F_Judi_Dench.jpg","E_M_anthony_hopkins.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","4","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",-0.371280506756776,"34","Female","right",1,0,0,0,TRUE,"E_F_Judi_Dench.jpg E_M_anthony_hopkins.jpg"
2156,"P_F_hillary_clinton.jpg","P_F_PRITI_PATEL.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","F","6","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.853756698278271,"34","Female","right",0,0,0,0,TRUE,"P_F_hillary_clinton.jpg P_F_PRITI_PATEL.jpg"
1872,"E_F_jennifer_aniston.jpg","E_M_anthony_hopkins.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.853756698278271,"34","Female","right",1,0,0,0,TRUE,"E_F_jennifer_aniston.jpg E_M_anthony_hopkins.jpg"
2193,"E_M_michael_caine.jpg","E_M_tom_hankes.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","M","M","5","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.241238095760748,"34","Female","right",0,1,0,0,TRUE,"E_M_michael_caine.jpg E_M_tom_hankes.jpg"
1956,"E_F_jennifer_aniston.jpg","E_F_Kate_Winslet.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","F","4","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",-0.371280506756776,"34","Female","right",1,1,0,0,TRUE,"E_F_jennifer_aniston.jpg E_F_Kate_Winslet.jpg"
2082,"E_M_liam_neeson.jpg","P_M_david_cameron.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","2","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",-1.59631771179182,"34","Female","right",1,1,0,0,TRUE,"E_M_liam_neeson.jpg P_M_david_cameron.jpg"
2444,"E_F_angelina_jolie.jpg","E_F_Judi_Dench.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","F","4","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",-0.371280506756776,"34","Female","right",1,1,0,0,TRUE,"E_F_angelina_jolie.jpg E_F_Judi_Dench.jpg"
1625,"E_M_nicolas_cage.jpg","P_F_esther_mcvey.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","5","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.241238095760748,"34","Female","right",0,0,0,0,TRUE,"E_M_nicolas_cage.jpg P_F_esther_mcvey.jpg"
1840,"E_F_sandra_bullock.jpg","E_M_tom_hankes.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.853756698278271,"34","Female","right",1,1,0,0,TRUE,"E_F_sandra_bullock.jpg E_M_tom_hankes.jpg"
2017,"P_F_angela_rayner.jpg","P_M_donald_trump.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","6","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.853756698278271,"34","Female","right",0,1,0,0,TRUE,"P_F_angela_rayner.jpg P_M_donald_trump.jpg"
1607,"E_F_angelina_jolie.jpg","E_M_Hugh_Grant.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.853756698278271,"34","Female","right",1,1,0,0,TRUE,"E_F_angelina_jolie.jpg E_M_Hugh_Grant.jpg"
2108,"P_F_angela_rayner.jpg","P_M_george_Wbush.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","6","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.853756698278271,"34","Female","right",0,1,0,0,TRUE,"P_F_angela_rayner.jpg P_M_george_Wbush.jpg"
1722,"E_F_jennifer_aniston.jpg","P_F_tehresy_may.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","6","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.853756698278271,"34","Female","right",1,1,0,0,TRUE,"E_F_jennifer_aniston.jpg P_F_tehresy_may.jpg"
1546,"E_M_Hugh_Grant.jpg","E_M_robert_de_niro.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","M","M","6","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.853756698278271,"34","Female","right",1,0,0,0,TRUE,"E_M_Hugh_Grant.jpg E_M_robert_de_niro.jpg"
2780,"P_F_tehresy_may.jpg","P_M_Tony_Blair.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","4","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",-0.371280506756776,"34","Female","right",1,1,0,0,TRUE,"P_F_tehresy_may.jpg P_M_Tony_Blair.jpg"
2500,"E_M_tom_hankes.jpg","P_F_esther_mcvey.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","6","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.853756698278271,"34","Female","right",1,0,0,0,TRUE,"E_M_tom_hankes.jpg P_F_esther_mcvey.jpg"
1720,"P_F_angela_rayner.jpg","P_M_david_cameron.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","6","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.853756698278271,"34","Female","right",0,1,0,0,TRUE,"P_F_angela_rayner.jpg P_M_david_cameron.jpg"
1952,"E_F_Judi_Dench.jpg","E_M_robert_de_niro.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","5","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.241238095760748,"34","Female","right",1,0,0,0,TRUE,"E_F_Judi_Dench.jpg E_M_robert_de_niro.jpg"
1706,"E_F_sandra_bullock.jpg","P_F_hillary_clinton.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","6","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.853756698278271,"34","Female","right",1,0,0,0,TRUE,"E_F_sandra_bullock.jpg P_F_hillary_clinton.jpg"
1460,"E_F_Judi_Dench.jpg","E_F_Kate_Winslet.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","F","6","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.853756698278271,"34","Female","right",1,1,0,0,TRUE,"E_F_Judi_Dench.jpg E_F_Kate_Winslet.jpg"
1505,"E_M_anthony_hopkins.jpg","P_M_boris_johnson.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","4","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",-0.371280506756776,"34","Female","right",0,1,0,0,TRUE,"E_M_anthony_hopkins.jpg P_M_boris_johnson.jpg"
1771,"E_F_keira_knightley.jpg","P_M_Tony_Blair.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.853756698278271,"34","Female","right",1,1,0,0,TRUE,"E_F_keira_knightley.jpg P_M_Tony_Blair.jpg"
1592,"E_F_Kate_Winslet.jpg","P_M_Tony_Blair.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.853756698278271,"34","Female","right",1,1,0,0,TRUE,"E_F_Kate_Winslet.jpg P_M_Tony_Blair.jpg"
1880,"P_M_david_cameron.jpg","P_M_donald_trump.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M","6","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.853756698278271,"34","Female","right",1,1,0,0,TRUE,"P_M_david_cameron.jpg P_M_donald_trump.jpg"
1473,"E_F_angelina_jolie.jpg","P_M_donald_trump.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.853756698278271,"34","Female","right",1,1,0,0,TRUE,"E_F_angelina_jolie.jpg P_M_donald_trump.jpg"
2058,"E_M_robert_de_niro.jpg","P_M_george_Wbush.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.853756698278271,"34","Female","right",0,1,0,0,TRUE,"E_M_robert_de_niro.jpg P_M_george_Wbush.jpg"
1508,"E_M_michael_caine.jpg","P_M_donald_trump.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","3","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",-0.9837991092743,"34","Female","right",0,1,0,0,TRUE,"E_M_michael_caine.jpg P_M_donald_trump.jpg"
1796,"P_F_esther_mcvey.jpg","P_M_bill_clinton.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","6","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.853756698278271,"34","Female","right",0,1,0,0,TRUE,"P_F_esther_mcvey.jpg P_M_bill_clinton.jpg"
1648,"E_F_angelina_jolie.jpg","P_F_tehresy_may.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","6","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.853756698278271,"34","Female","right",1,1,0,0,TRUE,"E_F_angelina_jolie.jpg P_F_tehresy_may.jpg"
1666,"P_F_PRITI_PATEL.jpg","P_M_donald_trump.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","6","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.853756698278271,"34","Female","right",0,1,0,0,TRUE,"P_F_PRITI_PATEL.jpg P_M_donald_trump.jpg"
1378,"E_M_anthony_hopkins.jpg","P_F_angela_rayner.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","6","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.853756698278271,"34","Female","right",0,0,0,0,TRUE,"E_M_anthony_hopkins.jpg P_F_angela_rayner.jpg"
1270,"E_M_anthony_hopkins.jpg","P_M_george_Wbush.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.853756698278271,"34","Female","right",0,1,0,0,TRUE,"E_M_anthony_hopkins.jpg P_M_george_Wbush.jpg"
1390,"E_F_keira_knightley.jpg","P_M_boris_johnson.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.853756698278271,"34","Female","right",1,1,0,0,TRUE,"E_F_keira_knightley.jpg P_M_boris_johnson.jpg"
1369,"E_M_Martin_Freeman.jpg","P_F_PRITI_PATEL.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","6","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.853756698278271,"34","Female","right",0,0,0,0,TRUE,"E_M_Martin_Freeman.jpg P_F_PRITI_PATEL.jpg"
1743,"E_M_Martin_Freeman.jpg","E_M_tom_hankes.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","M","M","4","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",-0.371280506756776,"34","Female","right",0,1,0,0,TRUE,"E_M_Martin_Freeman.jpg E_M_tom_hankes.jpg"
1850,"E_F_keira_knightley.jpg","E_M_liam_neeson.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.853756698278271,"34","Female","right",1,1,0,0,TRUE,"E_F_keira_knightley.jpg E_M_liam_neeson.jpg"
1704,"E_M_Hugh_Grant.jpg","P_F_esther_mcvey.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","6","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.853756698278271,"34","Female","right",1,0,0,0,TRUE,"E_M_Hugh_Grant.jpg P_F_esther_mcvey.jpg"
1559,"E_F_Judi_Dench.jpg","P_M_donald_trump.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","5","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.241238095760748,"34","Female","right",1,1,0,0,TRUE,"E_F_Judi_Dench.jpg P_M_donald_trump.jpg"
1524,"P_M_boris_johnson.jpg","P_M_Tony_Blair.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M","5","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.241238095760748,"34","Female","right",1,1,0,0,TRUE,"P_M_boris_johnson.jpg P_M_Tony_Blair.jpg"
2294,"E_F_angelina_jolie.jpg","P_F_angela_rayner.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","6","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.853756698278271,"34","Female","right",1,0,0,0,TRUE,"E_F_angelina_jolie.jpg P_F_angela_rayner.jpg"
2955,"P_M_bill_clinton.jpg","P_M_donald_trump.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M","5","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.241238095760748,"34","Female","right",1,1,0,0,TRUE,"P_M_bill_clinton.jpg P_M_donald_trump.jpg"
2780,"E_M_tom_hankes.jpg","P_M_donald_trump.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.853756698278271,"34","Female","right",1,1,0,0,TRUE,"E_M_tom_hankes.jpg P_M_donald_trump.jpg"
1962,"P_F_nicola_sturgeon.jpg","P_M_donald_trump.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","6","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.853756698278271,"34","Female","right",1,1,0,0,TRUE,"P_F_nicola_sturgeon.jpg P_M_donald_trump.jpg"
2091,"P_F_angela_rayner.jpg","P_F_esther_mcvey.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","F","3","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",-0.9837991092743,"34","Female","right",0,0,0,0,TRUE,"P_F_angela_rayner.jpg P_F_esther_mcvey.jpg"
2183,"E_M_tom_hankes.jpg","P_M_boris_johnson.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.853756698278271,"34","Female","right",1,1,0,0,TRUE,"E_M_tom_hankes.jpg P_M_boris_johnson.jpg"
1978,"E_F_jennifer_aniston.jpg","E_M_nicolas_cage.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.853756698278271,"34","Female","right",1,0,0,0,TRUE,"E_F_jennifer_aniston.jpg E_M_nicolas_cage.jpg"
3210,"E_M_michael_caine.jpg","E_M_robert_de_niro.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","M","M","1","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",-2.20883631430935,"34","Female","right",0,0,0,0,TRUE,"E_M_michael_caine.jpg E_M_robert_de_niro.jpg"
1611,"E_M_liam_neeson.jpg","P_F_angela_rayner.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","6","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.853756698278271,"34","Female","right",1,0,0,0,TRUE,"E_M_liam_neeson.jpg P_F_angela_rayner.jpg"
1931,"E_F_keira_knightley.jpg","P_M_david_cameron.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.853756698278271,"34","Female","right",1,1,0,0,TRUE,"E_F_keira_knightley.jpg P_M_david_cameron.jpg"
2641,"E_F_angelina_jolie.jpg","E_M_anthony_hopkins.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.853756698278271,"34","Female","right",1,0,0,0,TRUE,"E_F_angelina_jolie.jpg E_M_anthony_hopkins.jpg"
2413,"E_F_Kate_Winslet.jpg","E_F_sandra_bullock.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","F","3","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",-0.9837991092743,"34","Female","right",1,1,0,0,TRUE,"E_F_Kate_Winslet.jpg E_F_sandra_bullock.jpg"
1524,"E_F_keira_knightley.jpg","E_M_michael_caine.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.853756698278271,"34","Female","right",1,0,0,0,TRUE,"E_F_keira_knightley.jpg E_M_michael_caine.jpg"
3046,"E_M_Hugh_Grant.jpg","P_F_nicola_sturgeon.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","6","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.853756698278271,"34","Female","right",1,1,0,0,TRUE,"E_M_Hugh_Grant.jpg P_F_nicola_sturgeon.jpg"
1747,"E_M_liam_neeson.jpg","P_M_Tony_Blair.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","3","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",-0.9837991092743,"34","Female","right",1,1,0,0,TRUE,"E_M_liam_neeson.jpg P_M_Tony_Blair.jpg"
1442,"P_F_PRITI_PATEL.jpg","P_M_boris_johnson.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","6","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.853756698278271,"34","Female","right",0,1,0,0,TRUE,"P_F_PRITI_PATEL.jpg P_M_boris_johnson.jpg"
2150,"E_M_robert_de_niro.jpg","P_F_tehresy_may.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","4","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",-0.371280506756776,"34","Female","right",0,1,0,0,TRUE,"E_M_robert_de_niro.jpg P_F_tehresy_may.jpg"
2181,"E_M_Hugh_Grant.jpg","P_M_boris_johnson.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.853756698278271,"34","Female","right",1,1,0,0,TRUE,"E_M_Hugh_Grant.jpg P_M_boris_johnson.jpg"
4756,"E_F_keira_knightley.jpg","P_F_PRITI_PATEL.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","1","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",-2.20883631430935,"34","Female","right",1,0,0,0,TRUE,"E_F_keira_knightley.jpg P_F_PRITI_PATEL.jpg"
2186,"E_F_sandra_bullock.jpg","E_M_Hugh_Grant.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","4","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",-0.371280506756776,"34","Female","right",1,1,0,0,TRUE,"E_F_sandra_bullock.jpg E_M_Hugh_Grant.jpg"
2135,"E_M_Hugh_Grant.jpg","P_F_hillary_clinton.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","5","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.241238095760748,"34","Female","right",1,0,0,0,TRUE,"E_M_Hugh_Grant.jpg P_F_hillary_clinton.jpg"
2043,"E_M_Hugh_Grant.jpg","P_M_Tony_Blair.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.853756698278271,"34","Female","right",1,1,0,0,TRUE,"E_M_Hugh_Grant.jpg P_M_Tony_Blair.jpg"
1988,"E_F_jennifer_aniston.jpg","E_M_michael_caine.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.853756698278271,"34","Female","right",1,0,0,0,TRUE,"E_F_jennifer_aniston.jpg E_M_michael_caine.jpg"
1548,"P_F_nicola_sturgeon.jpg","P_M_george_Wbush.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","6","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.853756698278271,"34","Female","right",1,1,0,0,TRUE,"P_F_nicola_sturgeon.jpg P_M_george_Wbush.jpg"
2065,"E_M_Martin_Freeman.jpg","P_F_nicola_sturgeon.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","2","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",-1.59631771179182,"34","Female","right",0,1,0,0,TRUE,"E_M_Martin_Freeman.jpg P_F_nicola_sturgeon.jpg"
1472,"E_M_michael_caine.jpg","P_F_angela_rayner.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","6","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.853756698278271,"34","Female","right",0,0,0,0,TRUE,"E_M_michael_caine.jpg P_F_angela_rayner.jpg"
1924,"E_M_michael_caine.jpg","P_M_Tony_Blair.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","1","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",-2.20883631430935,"34","Female","right",0,1,0,0,TRUE,"E_M_michael_caine.jpg P_M_Tony_Blair.jpg"
2282,"E_M_Martin_Freeman.jpg","P_F_angela_rayner.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","6","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.853756698278271,"34","Female","right",0,0,0,0,TRUE,"E_M_Martin_Freeman.jpg P_F_angela_rayner.jpg"
1865,"E_F_Judi_Dench.jpg","P_M_Tony_Blair.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","5","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.241238095760748,"34","Female","right",1,1,0,0,TRUE,"E_F_Judi_Dench.jpg P_M_Tony_Blair.jpg"
2048,"E_M_robert_de_niro.jpg","P_M_david_cameron.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","5","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.241238095760748,"34","Female","right",0,1,0,0,TRUE,"E_M_robert_de_niro.jpg P_M_david_cameron.jpg"
1507,"E_F_jennifer_aniston.jpg","E_M_tom_hankes.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.853756698278271,"34","Female","right",1,1,0,0,TRUE,"E_F_jennifer_aniston.jpg E_M_tom_hankes.jpg"
1966,"E_M_tom_hankes.jpg","P_M_david_cameron.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","1","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",-2.20883631430935,"34","Female","right",1,1,0,0,TRUE,"E_M_tom_hankes.jpg P_M_david_cameron.jpg"
2483,"P_F_PRITI_PATEL.jpg","P_F_tehresy_may.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","F","6","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.853756698278271,"34","Female","right",0,1,0,0,TRUE,"P_F_PRITI_PATEL.jpg P_F_tehresy_may.jpg"
1755,"P_F_tehresy_may.jpg","P_M_david_cameron.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","6","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.853756698278271,"34","Female","right",1,1,0,0,TRUE,"P_F_tehresy_may.jpg P_M_david_cameron.jpg"
1531,"E_F_jennifer_aniston.jpg","P_M_boris_johnson.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.853756698278271,"34","Female","right",1,1,0,0,TRUE,"E_F_jennifer_aniston.jpg P_M_boris_johnson.jpg"
1935,"E_M_liam_neeson.jpg","E_M_robert_de_niro.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","M","M","4","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",-0.371280506756776,"34","Female","right",1,0,0,0,TRUE,"E_M_liam_neeson.jpg E_M_robert_de_niro.jpg"
2102,"E_F_jennifer_aniston.jpg","P_F_hillary_clinton.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","4","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",-0.371280506756776,"34","Female","right",1,0,0,0,TRUE,"E_F_jennifer_aniston.jpg P_F_hillary_clinton.jpg"
1731,"P_F_PRITI_PATEL.jpg","P_M_george_Wbush.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","6","5ce0915efd65950019a59a93","11/28/2021, 14:47:05",0.853756698278271,"34","Female","right",0,1,0,0,TRUE,"P_F_PRITI_PATEL.jpg P_M_george_Wbush.jpg"
